100056130103,53,72900,1044,12019,3,2004,80000,1,46987,822,110,47000,3 5-19 units,1 Owner,.
100056230203,45,72900,1044,18050,3,2004,100000,3,104961,907,159,105000,3 5-19 units,1 Owner,.
100056230303,33,72900,1044,18591,3,2004,-6,3,55040,1149,168.6666667,50000,3 5-19 units,2 Renter,0 Not Assisted
100056330103,29,62258,729,15452,2,2006,-6,2,25874,1115,89,25900,1 Single Family,2 Renter,0 Not Assisted
100056380140,59,62258,1082,18070,4,1980,200000,3,415017,2087,270,414943,1 Single Family,1 Owner,.
100056430103,33,72900,1044,18591,3,2010,110000,3,28920,775,266.1666667,24000,1 Single Family,1 Owner,.
100058130103,50,72700,1233,23801,4,2005,160000,4,96948,1156,214,97000,1 Single Family,1 Owner,.
100069100140,52,58019,981,27539,5,1980,-6,5,15287,270,0,0,2 2-4 units,2 Renter,1 Assisted
100069100249,32,58019,649,23401,2,1985,-6,4,4787,28,0,0,3 5-19 units,2 Renter,1 Assisted
100072130103,65,69500,1430,13964,3,2002,80000,2,6632,2172,288.6666667,2500,6 Mobile Home,1 Owner,.
100072330103,24,63226,1531,23428,4,2004,-6,4,39974,1424,224.1666667,40000,1 Single Family,2 Renter,0 Not Assisted
100074130103,42,53100,1045,15905,3,2004,-6,2,600,227,185.5,0,1 Single Family,2 Renter,0 Not Assisted
100074570143,52,53100,1045,15452,3,1990,500000,2,68487,3558,330,68000,1 Single Family,1 Owner,.
100075130103,82,63429,726,11080,2,2003,110000,1,81901,298,102.5,65000,1 Single Family,1 Owner,.
100077130103,51,74316,1302,18050,3,2004,170000,3,105174,1124,161.9166667,104000,1 Single Family,1 Owner,.
100077230103,64,63226,702,12019,1,2007,-6,1,56000,824,72.33333333,7000,3 5-19 units,2 Renter,0 Not Assisted
100078300246,23,71022,796,12005,2,1990,-6,1,50000,718,87,48000,2 2-4 units,2 Renter,0 Not Assisted
100092130103,31,77566,1435,27610,4,2004,-6,5,70187,1751,368.9166667,70000,1 Single Family,2 Renter,0 Not Assisted
100092230103,49,77566,1277,15470,3,2006,-6,2,34812,802,202,34838,1 Single Family,2 Renter,0 Not Assisted
100094190143,60,64362,1077,15439,3,1980,150000,2,80002,429,191.0833333,0,1 Single Family,1 Owner,.
100094350143,64,64182,1002,15439,3,1990,250000,2,36000,873,356.3333333,0,1 Single Family,1 Owner,.
100094500143,22,64362,751,15470,2,1980,-6,2,6988,685,110,7000,3 5-19 units,2 Renter,0 Not Assisted
100101360143,56,63221,987,15470,3,1985,150000,2,372543,1154,197.5,341943,1 Single Family,1 Owner,.
100102770145,-9,77954,749,-6,0,1990,-6,-6,-6,-6,0,-9,5 50+ units,2 Renter,.
100103130103,43,65014,1130,23401,4,2004,320000,4,164487,1758,181.3333333,159500,1 Single Family,1 Owner,.
100103230103,40,65014,1019,15537,3,2006,300000,2,183087,3804,162.3333333,183000,1 Single Family,1 Owner,.
100105130103,-9,59547,589,-6,1,2005,-6,-6,-6,-6,0,-9,3 5-19 units,2 Renter,.
100107110148,38,63221,1151,15517,4,1980,300000,2,101974,2139,289.1666667,102000,1 Single Family,1 Owner,.
100107130103,28,73200,1421,15452,3,2004,330000,2,7,2546,166.3333333,0,1 Single Family,1 Owner,.
100107150146,32,73200,1050,15470,2,1980,-6,2,40,1140,125.4166667,0,2 2-4 units,2 Renter,0 Not Assisted
100107230103,60,73200,1723,15517,4,2004,240000,2,39248,2103,300,0,1 Single Family,1 Owner,.
100107330103,43,60060,1528,12055,4,2003,150000,1,69987,1198,155.8333333,70000,1 Single Family,1 Owner,.
100107370148,66,63221,1151,11114,4,1985,300000,1,31200,1208,172.6666667,0,1 Single Family,1 Owner,.
100107430103,43,60060,1282,18070,3,2006,-6,3,9987,700,0,400,1 Single Family,2 Renter,0 Not Assisted
100107530103,31,73200,1421,30834,3,2005,-6,6,45000,1286,190.6666667,29557,1 Single Family,2 Renter,0 Not Assisted
100107630103,66,60060,1528,14024,4,2006,330000,2,81300,882,199,0,1 Single Family,1 Owner,.
100107710246,24,60060,769,12005,1,1980,-6,1,27000,668,59,25000,3 5-19 units,2 Renter,0 Not Assisted
100107730103,36,60060,1282,23500,3,2010,-6,4,44135,650,172,25000,3 5-19 units,2 Renter,0 Not Assisted
100107930103,38,73200,1050,15492,2,2008,-6,2,84974,1990,123.5,85000,5 50+ units,2 Renter,0 Not Assisted
100114130133,58,95481,1957,15517,5,2004,700000,2,143574,5189,368.3333333,143600,1 Single Family,1 Owner,.
100114720245,44,70310,1363,27610,5,1985,1200000,5,436222,4455,813.25,122000,1 Single Family,1 Owner,.
100118120146,41,73300,944,15470,1,1985,-6,2,15974,669,163,16000,2 2-4 units,2 Renter,0 Not Assisted
100118130103,40,73300,1570,23428,3,2005,-6,4,36961,1069,260,37000,1 Single Family,2 Renter,1 Assisted
100119190149,57,61917,1257,15452,4,1985,250000,2,191102,1571,354,184000,1 Single Family,1 Owner,.
100123120146,39,61917,1056,49283,3,1990,250000,10,33922,3726,576.0833333,34000,1 Single Family,1 Owner,.
100126130103,54,74316,1693,18574,6,2004,450000,3,122274,2297,175,2300,1 Single Family,1 Owner,.
100126230103,76,74316,1302,13964,3,2006,300000,2,3500,437,100,0,1 Single Family,1 Owner,.
100126330103,25,74316,1302,23428,3,2008,110000,4,28974,1137,232,29000,3 5-19 units,1 Owner,.
100126330203,37,74316,1302,23428,3,2007,130000,4,98487,1059,86,97000,3 5-19 units,1 Owner,.
100127100149,50,85310,1129,15537,2,1985,170000,2,119974,1603,143.3333333,120000,1 Single Family,1 Owner,.
100129130103,60,70724,2077,15452,5,2004,450000,2,369930,4820,362,352943,1 Single Family,1 Owner,.
100129330103,40,89200,892,12005,0,2006,200000,1,85987,1914,54,86000,5 50+ units,1 Owner,.
100129530103,39,67676,1210,23428,2,2008,-6,4,44474,1005,55,44500,5 50+ units,2 Renter,1 Assisted
100130310140,-9,57700,776,-6,2,1980,-6,-6,-6,-6,143,-9,1 Single Family,2 Renter,.
100138130103,39,63200,1070,18574,4,2007,380000,3,230961,3087,415.3333333,231000,1 Single Family,1 Owner,.
100138580149,50,63200,971,15470,3,1985,180000,2,117974,513,163.1666667,118000,1 Single Family,1 Owner,.
100140130103,88,77566,1012,11067,2,2005,-6,1,33232,191,181,0,1 Single Family,2 Renter,0 Not Assisted
100141130103,36,60991,988,15470,3,2004,90000,2,64974,1176,200.5,65000,1 Single Family,1 Owner,.
100141230103,44,61329,1032,24218,3,2006,-6,4,126961,1404,237,127000,3 5-19 units,2 Renter,0 Not Assisted
100141430103,52,61329,1187,15517,5,2004,300000,2,167987,814,397.5,98000,1 Single Family,1 Owner,.
100142330103,35,60060,1282,15946,3,2006,240000,2,70800,1680,146.3333333,60000,1 Single Family,1 Owner,.
100143130103,35,58768,849,23500,3,2006,180000,4,89974,1189,182.6666667,90000,1 Single Family,1 Owner,.
100143330149,41,58768,931,27654,4,1990,190000,5,114974,4083,213,115000,1 Single Family,1 Owner,.
100143710148,71,79659,1725,11057,4,1990,180000,1,23860,298,123,0,1 Single Family,1 Owner,.
100144130103,-9,86300,3100,-6,4,2004,490000,-6,-6,-6,33.33333333,-9,1 Single Family,1 Owner,.
100144230103,31,86300,1833,15492,2,2007,330000,2,94974,1665,109,95000,3 5-19 units,1 Owner,.
100144230203,34,86300,1833,15492,2,2007,300000,2,119974,1332,152,120000,3 5-19 units,1 Owner,.
100144360149,57,86300,1392,12019,1,1980,200000,1,50250,1376,143,50000,3 5-19 units,1 Owner,.
100147150147,35,46720,859,24253,3,1980,-6,4,17159,432,202,17000,1 Single Family,2 Renter,1 Assisted
100150180148,65,73600,1231,11067,3,1985,840000,1,140700,2074,122.3333333,140000,1 Single Family,1 Owner,.
100150340148,36,73600,966,15992,2,1980,190000,2,27000,985,216,0,1 Single Family,1 Owner,.
100150590148,56,73600,1436,28777,4,1980,350000,5,80935,2747,530.4166667,81000,1 Single Family,1 Owner,.
100153770147,58,74900,2301,18050,4,1985,550000,3,314209,2306,189.5,0,1 Single Family,1 Owner,.
100158130103,58,62066,1058,15470,3,2004,100000,2,144974,1270,228,145000,6 Mobile Home,1 Owner,.
100158230103,41,62066,1249,23462,4,2008,-6,4,123374,2168,293,108400,1 Single Family,2 Renter,0 Not Assisted
100158330103,28,62066,1058,18595,3,2007,100000,3,70487,1080,213.6666667,70000,1 Single Family,1 Owner,.
100158370146,62,57492,1101,18050,4,1980,180000,3,184674,408,210.25,182000,1 Single Family,1 Owner,.
100162760145,66,65600,689,11057,1,1985,130000,1,32649,359,7,18789,1 Single Family,1 Owner,.
100167130103,42,65014,1130,23428,4,2005,240000,4,117987,1649,432.1666667,111000,1 Single Family,1 Owner,.
100167230103,93,71200,783,11080,2,2006,-6,1,18048,70,70,0,4 20-49 units,2 Renter,0 Not Assisted
100167330103,29,65014,752,15470,2,2006,-6,2,41987,998,123,41200,3 5-19 units,2 Renter,0 Not Assisted
100167430103,72,65014,1019,13948,3,2004,210000,2,75000,629,254,40000,1 Single Family,1 Owner,.
100167710146,65,71200,1073,13948,3,1985,160000,2,78137,455,248.25,0,1 Single Family,1 Owner,.
100167970146,58,71200,1073,12005,3,1990,140000,1,90200,1125,133.6666667,90000,1 Single Family,1 Owner,.
100168130103,41,63200,1468,27539,4,2003,150000,5,47974,1114,272.1666667,48000,1 Single Family,1 Owner,.
100168130146,84,63200,1200,14007,3,1980,30000,2,77987,216,185.6666667,0,1 Single Family,1 Owner,.
100168130147,41,68625,674,15452,2,1980,-6,2,58000,720,171,50000,3 5-19 units,2 Renter,0 Not Assisted
100168330103,32,63200,1468,15452,4,2004,-6,2,68974,1419,206.5,69000,1 Single Family,2 Renter,0 Not Assisted
100168390147,57,71022,1091,15439,3,1980,180000,2,80007,1212,79,80000,1 Single Family,1 Owner,.
100168390348,65,59156,794,14007,2,1985,260000,2,113987,1009,87,90000,1 Single Family,1 Owner,.
100168430103,32,63200,1200,12019,3,2006,130000,1,60987,1691,188,61000,1 Single Family,1 Owner,.
100168530103,37,63200,1468,12005,4,2007,300000,1,119200,2456,268,117000,3 5-19 units,1 Owner,.
100168540146,39,63200,1200,18612,3,1980,-6,3,23987,1185,285,24000,1 Single Family,2 Renter,0 Not Assisted
100168630103,56,60060,1528,23462,4,2006,230000,4,350235,1877,239,24000,1 Single Family,1 Owner,.
100168730103,30,63200,1200,18670,3,2007,80000,3,-13,362,187,0,1 Single Family,1 Owner,.
100169130103,37,69500,1430,23428,3,2004,-6,4,34369,2774,273.75,28382,1 Single Family,2 Renter,0 Not Assisted
100169230103,73,71807,1891,18070,4,2004,200000,3,76267,1435,393.0833333,60000,1 Single Family,1 Owner,.
100169330103,40,68658,1641,28229,5,2005,350000,5,55071,1930,405,55000,1 Single Family,1 Owner,.
100169430103,53,71807,1584,15470,3,2007,-6,2,96037,1464,64,71500,1 Single Family,2 Renter,0 Not Assisted
100169900143,22,71807,1075,15517,2,1985,-6,2,37174,1148,87,37200,3 5-19 units,2 Renter,0 Not Assisted
100173150143,53,56368,962,15470,3,1980,-6,2,41974,310,243.0833333,42000,1 Single Family,2 Renter,0 Not Assisted
100173230103,70,61329,1032,11080,3,2006,690000,1,5620,1359,208.6666667,0,1 Single Family,1 Owner,.
100173330103,30,56368,962,23462,3,2006,-6,4,64974,1141,149.6666667,65000,4 20-49 units,2 Renter,0 Not Assisted
100173430103,56,62066,657,12055,1,2003,-6,1,29987,143,82.75,30000,3 5-19 units,2 Renter,0 Not Assisted
100173560143,56,56368,1059,18097,4,1985,250000,3,154474,399,151,109000,1 Single Family,1 Owner,.
100176130103,49,77954,1573,24292,4,2003,250000,4,205971,1410,292.8333333,206010,1 Single Family,1 Owner,.
100176230103,49,77954,1573,24190,4,2007,440000,4,364817,2691,362.1666667,354943,1 Single Family,1 Owner,.
100180130103,44,55846,949,15439,3,2006,150000,2,20887,241,136,0,1 Single Family,1 Owner,.
100181100149,32,52322,773,15452,2,1980,-6,2,506930,709,88,481943,2 2-4 units,2 Renter,0 Not Assisted
100181230103,41,52322,1259,28261,4,2006,850000,5,88064,2330,319.75,88000,1 Single Family,1 Owner,.
100181330103,60,52322,1259,18595,4,2007,-6,3,25987,1175,175,9000,1 Single Family,2 Renter,0 Not Assisted
100181360149,76,52322,1115,13948,3,1985,120000,2,32520,399,241.5,0,1 Single Family,1 Owner,.
100181510149,93,52322,1259,28204,4,1990,-6,5,17600,1441,341.25,0,1 Single Family,2 Renter,0 Not Assisted
100182130103,63,58768,849,15452,3,2003,260000,2,79050,477,227.0833333,70000,1 Single Family,1 Owner,.
100182390240,57,58768,849,12005,3,1985,150000,1,74987,1346,101.3333333,75000,2 2-4 units,1 Owner,.
100188160142,82,80500,1316,11067,2,1985,-6,1,9600,561,147,0,4 20-49 units,2 Renter,0 Not Assisted
100188320142,68,80500,1639,13984,3,1985,430000,2,102440,1012,420.3333333,35000,1 Single Family,1 Owner,.
100195380149,61,61917,1056,15537,3,1985,250000,2,33174,1021,354.3333333,33200,1 Single Family,1 Owner,.
100196130103,52,61292,951,15452,3,2004,220000,2,48310,798,173.0833333,26710,1 Single Family,1 Owner,.
100196190149,88,60104,736,11080,2,1985,100000,1,21000,448,96,0,1 Single Family,1 Owner,.
100196330103,38,62258,729,12019,2,2008,120000,1,44987,755,82.83333333,45000,1 Single Family,1 Owner,.
100196960144,23,56800,730,12005,1,1985,-6,1,31987,791,60,32000,4 20-49 units,2 Renter,0 Not Assisted
100202130103,31,57100,921,18670,3,2003,-6,3,22005,741,121,22000,1 Single Family,2 Renter,0 Not Assisted
100202230103,49,62258,1082,24218,4,2007,-6,4,110174,676,245,105000,1 Single Family,2 Renter,0 Not Assisted
100202570147,42,66500,669,18670,2,1980,-6,3,39700,699,124,32000,5 50+ units,2 Renter,0 Not Assisted
100204130103,45,64400,1013,18574,3,2007,-6,3,52974,820,189.6666667,53000,1 Single Family,2 Renter,0 Not Assisted
100204710143,44,61292,1073,27610,4,1985,440000,5,141167,1982,277.6666667,140000,1 Single Family,1 Owner,.
100205350142,74,77566,1012,11080,2,1990,170000,1,28000,682,167,0,3 5-19 units,1 Owner,.
100206130103,71,89100,1550,11114,3,2005,-6,1,15800,519,242,8000,2 2-4 units,2 Renter,0 Not Assisted
100206230133,46,86324,1335,18652,2,2001,330000,3,224974,3052,222,225000,1 Single Family,1 Owner,.
100206630133,62,89526,1623,12071,3,2006,-6,1,44987,1730,130,45000,2 2-4 units,2 Renter,0 Not Assisted
100207110146,31,50723,907,23428,3,1980,-6,4,27961,875,375.25,28000,2 2-4 units,2 Renter,0 Not Assisted
100207130103,31,50723,907,18574,3,2003,110000,3,82387,304,164.3333333,82000,1 Single Family,1 Owner,.
100211130149,64,50723,907,15452,3,1980,190000,2,156379,546,387.1666667,150000,1 Single Family,1 Owner,.
100216120143,77,56613,1164,11080,3,1985,50000,1,35294,544,154.6666667,0,1 Single Family,1 Owner,.
100216130103,58,60060,1282,12019,3,2004,-6,1,24900,1389,168,24000,1 Single Family,2 Renter,0 Not Assisted
100216230103,42,60060,1282,12019,3,2006,50000,1,47000,283,192.6666667,43000,1 Single Family,1 Owner,.
100218140140,26,62900,1129,27539,3,1980,-6,5,14987,972,172,0,1 Single Family,2 Renter,0 Not Assisted
100218550140,-9,62900,780,-6,2,1980,-6,-6,-6,-6,39,-9,3 5-19 units,2 Renter,.
100220120247,55,64600,1183,15905,2,1980,130000,2,39987,753,151.3333333,40000,4 20-49 units,1 Owner,.
100223120147,41,63429,566,12005,1,1985,-6,1,7400,293,131,0,3 5-19 units,2 Renter,1 Assisted
100223120444,72,63429,566,14007,1,1985,-6,2,15011,617,100,0,3 5-19 units,2 Renter,0 Not Assisted
100224130103,68,77566,1277,11080,3,2008,330000,1,39000,842,144,25000,2 2-4 units,1 Owner,.
100225130103,-9,55926,1025,-6,3,2005,-6,-6,-6,-6,273,-9,1 Single Family,2 Renter,.
100225230103,-9,55926,767,-6,2,2007,-6,-6,-6,-6,0,-9,4 20-49 units,2 Renter,.
100225330103,-9,55926,1025,-6,3,2008,-6,-6,-6,-6,0,-9,1 Single Family,2 Renter,.
100229150145,60,71200,783,15452,2,1980,-6,2,2000,868,76,0,4 20-49 units,2 Renter,0 Not Assisted
100229310145,82,71200,1073,11067,3,1980,150000,1,44352,1460,287,0,1 Single Family,1 Owner,.
100229560145,30,71200,632,12019,1,1985,-6,1,39987,774,123,40000,2 2-4 units,2 Renter,0 Not Assisted
100231700548,50,73738,956,15452,2,1985,-6,2,32633,1111,132,31000,3 5-19 units,2 Renter,0 Not Assisted
100232140141,70,58000,727,13964,2,1950,1,2,8487,127,127.1666667,0,6 Mobile Home,1 Owner,.
100236130148,19,58019,649,12019,2,1985,-6,1,32987,409,84,33000,3 5-19 units,2 Renter,1 Assisted
100238230103,69,77566,1277,11067,3,2006,430000,1,60512,1467,202,12000,1 Single Family,1 Owner,.
100238330103,43,77566,1435,23401,4,2009,590000,4,169974,2474,381.8333333,170000,1 Single Family,1 Owner,.
100239130103,43,79659,976,23401,2,2005,470000,4,161876,3846,121,60000,1 Single Family,1 Owner,.
100239760149,26,79659,1438,15452,3,1980,180000,2,49756,1845,261.6666667,48000,1 Single Family,1 Owner,.
100239920149,43,79659,976,12005,2,1980,-6,1,34987,1204,40,35000,3 5-19 units,2 Renter,0 Not Assisted
100239940144,59,56613,1349,18097,4,1980,2520000,3,314209,3022,430.3333333,0,1 Single Family,1 Owner,.
100243110142,29,62100,1041,18070,3,1980,-6,3,69974,1036,161,64000,1 Single Family,2 Renter,0 Not Assisted
100243130103,39,62066,1249,18574,4,2005,220000,3,112974,2073,543,113000,1 Single Family,1 Owner,.
100243230103,55,62066,792,18070,2,2007,-6,3,74961,1138,138,75000,1 Single Family,2 Renter,0 Not Assisted
100243760140,54,57100,1160,18050,4,1980,280000,3,84974,1909,815.4166667,55000,1 Single Family,1 Owner,.
100245750144,59,62258,1082,18070,4,1985,250000,3,197150,845,287.4166667,95600,1 Single Family,1 Owner,.
100246230103,59,73738,1336,38267,4,2008,250000,7,76948,532,98.66666667,61000,1 Single Family,1 Owner,.
100246330203,29,73738,1336,30913,4,2008,-6,6,59974,168,107,60000,1 Single Family,2 Renter,0 Not Assisted
100246730146,61,77566,1469,15537,5,1980,100000,2,40987,523,306.3333333,40000,1 Single Family,1 Owner,.
100246750142,68,73738,1204,18097,3,1985,180000,3,54308,1481,218.8333333,1300,1 Single Family,1 Owner,.
100247130103,53,63800,1116,15470,4,2003,600000,2,441930,3725,307,341943,1 Single Family,1 Owner,.
100247230103,82,63800,997,11067,3,2005,210000,1,19284,399,146.5,0,1 Single Family,1 Owner,.
100247330103,32,63800,997,15470,3,2009,160000,2,117974,1407,165,118000,1 Single Family,1 Owner,.
100247590149,62,63800,535,12019,1,1985,-6,1,37987,90,72,38000,3 5-19 units,2 Renter,0 Not Assisted
100247900140,-9,63800,700,-6,2,1980,-6,-6,-6,-6,76.75,-9,2 2-4 units,2 Renter,.
100250130103,50,49074,873,24218,3,2008,-6,4,13159,554,178.75,13000,1 Single Family,2 Renter,0 Not Assisted
100250710147,53,73559,1467,18050,4,1980,560000,3,106730,2107,308.9166667,66667,1 Single Family,1 Owner,.
100253130103,28,66000,1060,15452,3,2006,120000,2,80793,1172,214,74934,1 Single Family,1 Owner,.
100257130103,-9,107300,1191,-6,1,2009,-6,-6,-6,-6,123.5,-9,5 50+ units,2 Renter,.
100260380142,-9,64600,1149,-6,4,1980,460000,-6,-6,-6,135.9166667,-9,1 Single Family,1 Owner,.
100261130103,29,63068,1827,31807,4,2003,80000,6,32241,808,577.0833333,30000,1 Single Family,1 Owner,.
100261430103,49,62200,1592,31889,4,2003,-6,6,62961,1337,347.8333333,57000,1 Single Family,2 Renter,0 Not Assisted
100261530103,26,62200,748,15492,1,2005,-6,2,63974,749,9,64000,3 5-19 units,2 Renter,0 Not Assisted
100261630103,35,62200,1592,30806,4,2005,150000,6,57974,1195,312.8333333,58000,1 Single Family,1 Owner,.
100261730103,62,62200,1592,15452,4,2005,370000,2,59200,1299,111.8333333,0,1 Single Family,1 Owner,.
100261830103,40,64165,1948,18595,4,2005,200000,3,174987,392,180.8333333,158291,1 Single Family,1 Owner,.
100261830203,33,64165,1948,23428,4,2005,-6,4,71974,1391,414.8333333,72000,1 Single Family,2 Renter,0 Not Assisted
100261930103,41,63068,1827,23381,4,2005,390000,4,142961,1747,263.5,143000,1 Single Family,1 Owner,.
100261960149,56,62200,925,15492,2,1980,-6,2,21600,815,215.0833333,0,3 5-19 units,2 Renter,0 Not Assisted
100264130103,63,59156,1102,15452,3,2003,330000,2,101619,766,269.25,99000,1 Single Family,1 Owner,.
100264230103,45,59156,1102,23401,3,2008,90000,4,79974,1169,69,80000,1 Single Family,1 Owner,.
100267790144,32,86700,1104,15517,2,1985,340000,2,237974,1968,105,238000,3 5-19 units,1 Owner,.
100267950144,-9,86700,1104,-6,2,1985,-6,-6,-6,-6,0,-9,3 5-19 units,2 Renter,.
100268300143,68,73738,1204,13984,3,1985,260000,2,14701,1040,207,0,1 Single Family,1 Owner,.
100268510145,34,68700,1129,23428,4,1990,180000,4,144974,1534,325.3333333,145000,1 Single Family,1 Owner,.
100269130143,58,86700,897,12005,1,1980,-6,1,4150,919,84,2000,4 20-49 units,2 Renter,1 Assisted
100269230103,33,69500,1430,18574,3,2004,140000,3,101361,1639,215.8333333,101400,1 Single Family,1 Owner,.
100269330103,-9,86700,1104,-6,2,2006,-6,-6,-6,-6,0,-9,4 20-49 units,2 Renter,.
100269430103,47,68658,1697,23401,4,2006,430000,4,145087,3135,276.5,145000,1 Single Family,1 Owner,.
100269530103,59,86700,1627,12005,3,2007,430000,1,96000,1925,183.25,91470,1 Single Family,1 Owner,.
100269540143,25,86700,1104,18097,2,1985,-6,3,57961,867,91.66666667,58000,3 5-19 units,2 Renter,0 Not Assisted
100269630103,35,69500,1710,23428,4,2005,300000,4,56017,2350,273,53000,1 Single Family,1 Owner,.
100269730103,49,68658,768,12005,1,2008,-6,1,86100,1199,146,86000,4 20-49 units,2 Renter,0 Not Assisted
100269830103,45,69500,1430,15470,3,2008,430000,2,75974,2086,378,76000,1 Single Family,1 Owner,.
100270180146,76,59508,791,11067,2,1980,-6,1,24488,642,142,0,2 2-4 units,2 Renter,0 Not Assisted
